especie,area,perimetro,raiomedio,raiosd,raiomin,raiomax,eixomaior,ecentricidade
cereja,0.844197603040047,4.23115577889447,0.633909547738693,0.234261306532663,0.267015075376884,1.03813065326633,1.80581909547739,0.936
cereja,0.509987333138459,2.82412060301508,0.43427135678392,0.126723618090452,0.277939698492462,0.696241206030151,1.25218090452261,0.901
cereja,0.193705544187859,1.71859296482412,0.266140703517588,0.0786130653266332,0.1581608040201,0.436603015075377,0.756241206030151,0.89
cereja,0.487966481535613,2.89447236180905,0.436110552763819,0.141316582914573,0.240211055276382,0.713276381909548,1.2708743718593,0.915
cereja,0.462243008866803,2.69346733668342,0.416402010050251,0.120613065326633,0.255025125628141,0.656251256281407,1.18877386934673,0.899
cereja,0.638897008671928,3.7286432160804,0.52208040201005,0.222,0.201145728643216,0.909105527638191,1.83971859296482,0.967
cereja,0.499246098048005,2.80921052631579,0.452282894736842,0.136559210526316,0.260434210526316,0.713565789473684,1.28082236842105,0.91
cereja,0.361872936957496,2.71710526315789,0.395578947368421,0.135625,0.201730263157895,0.671697368421053,1.12192763157895,0.916
cereja,0.935205183585313,3.88815789473684,0.602796052631579,0.180243421052632,0.358467105263158,0.970473684210526,1.71740789473684,0.9
cereja,0.199233872610946,1.69736842105263,0.270888157894737,0.0649013157894737,0.174315789473684,0.408421052631579,0.724809210526316,0.852
cereja,0.641183422307347,3.30263157894737,0.500546052631579,0.163671052631579,0.282605263157895,0.815078947368421,1.51644078947368,0.925
cereja,0.968865886955459,4.05263157894737,0.615072368421053,0.186855263157895,0.363565789473684,0.982059210526316,1.77182236842105,0.907
cereja,0.713598761155711,3.45394736842105,0.523625,0.168473684210526,0.260302631578947,0.842815789473684,1.56707894736842,0.915
cereja,0.615020987000285,3.27631578947368,0.498361842105263,0.174223684210526,0.226434210526316,0.816493421052632,1.54281578947368,0.934
cereja,0.410163413342027,2.68421052631579,0.407703947368421,0.142888157894737,0.204355263157895,0.686328947368421,1.25958552631579,0.935
cereja,0.912669627939199,4.16447368421053,0.627217105263158,0.218125,0.300223684210526,1.02825657894737,1.86063815789474,0.931
cereja,0.423163128081829,2.84210526315789,0.424440789473684,0.147730263157895,0.229138157894737,0.720407894736842,1.23888815789474,0.925
cereja,1.16553241778394,6.08552631578947,0.682151315789474,0.323618421052632,0.116171052631579,1.31532236842105,2.61668421052632,0.961
cereja,0.863564122417376,3.82236842105263,0.599355263157895,0.185934210526316,0.324243421052632,0.995565789473684,1.62188157894737,0.889
cereja,0.696931415298097,3.51315789473684,0.550730263157895,0.167480263157895,0.321335526315789,0.889519736842105,1.48040789473684,0.897
cereja,0.443742613798443,2.47368421052632,0.408526315789474,0.0940131578947368,0.273796052631579,0.607717105263158,1.06326315789474,0.843
cereja,0.387301846040996,2.65789473684211,0.409407894736842,0.134138157894737,0.228486842105263,0.671105263157895,1.12241447368421,0.904
cereja,0.494967195077224,2.73684210526316,0.449875,0.134046052631579,0.262532894736842,0.717032894736842,1.26476315789474,0.905
cereja,0.888096499449855,4.03289473684211,0.606144736842105,0.197381578947368,0.3505,1.00236184210526,1.69267763157895,0.905
acerola,2.30402224398875,8.02263083451202,0.872231966053748,0.278942008486563,0.427422913719943,1.50665912305516,2.59795190947666,0.891
acerola,5.62561218363929,8.97878359264498,1.3758981612447,0.295671852899576,0.852899575671853,1.90061103253182,3.65248090523338,0.836
acerola,5.39154475654839,8.995756718529,1.36576520509194,0.280248939179632,0.969250353606789,2.02534653465347,3.48968599717115,0.813
acerola,3.57423615280104,7.10608203677511,1.09188118811881,0.187066478076379,0.811213578500707,1.48484299858557,2.72454314002829,0.778
acerola,4.39691617428671,8.1980198019802,1.23917397454031,0.306981612446959,0.786998585572843,1.83753889674682,3.39653748231966,0.866
acerola,5.61616480773484,9.64073550212164,1.39022347949081,0.363383309759547,0.695507779349363,2.02132956152758,3.90085431400283,0.874
acerola,6.0527346835603,9.92362093352192,1.46627439886846,0.384560113154173,0.905244695898161,2.17697878359265,4.10509193776521,0.885
acerola,2.35148029953553,7.08910891089109,0.949612446958982,0.299779349363508,0.497199434229137,1.54128995756719,2.79878359264498,0.919
acerola,4.65436506682676,8.73550212164074,1.26310042432815,0.266523338048091,0.766727015558699,1.76244978783593,3.28428854314003,0.823
acerola,7.44045625454201,10.2008486562942,1.57811598302687,0.315779349363508,1.06100707213578,2.08241018387553,4.11593776520509,0.822
acerola,4.27624885462416,8.19236209335219,1.21168316831683,0.272011315417256,0.728407355021216,1.74025459688826,3.2351513437058,0.844
acerola,4.44977724414673,8.01131541725601,1.22691937765205,0.25180198019802,0.874376237623762,1.7577369165488,3.20180480905233,0.823
acerola,6.04932225346772,9.32390381895332,1.42586704384724,0.277748231966054,0.953171145685997,1.90660820367751,3.68888260254597,0.817
acerola,5.83661411103036,9.13154172560113,1.40020367751061,0.279649222065064,0.90607072135785,1.91857425742574,3.64403394625177,0.821
acerola,4.17706720591488,7.8981612446959,1.1944441301273,0.251920792079208,0.848633663366337,1.73611315417256,3.12882036775106,0.832
acerola,3.7551265442826,7.63224893917963,1.14302121640735,0.265476661951909,0.770562942008487,1.66230834512023,3.05980763790665,0.852
acerola,5.80624980252141,9.39179632248939,1.41466478076379,0.324741159830269,0.994891089108911,2.10938613861386,3.79447241867044,0.851
acerola,7.045056715852,10.6930693069307,1.55940028288543,0.348893917963225,1.09886280056577,2.22575954738331,4.16902404526167,0.851
acerola,2.3688268191728,6.43847241867044,0.919485148514852,0.233142857142857,0.543321074964639,1.3818783592645,2.50028854314003,0.867
acerola,4.28635975860217,7.85855728429986,1.19518528995757,0.201884016973126,0.889346534653465,1.63680339462518,2.94970297029703,0.764
acerola,2.93803911655976,6.98161244695898,1.01173408769448,0.248299858557284,0.623258840169731,1.41708062234795,2.79046110325318,0.871
acerola,4.79996208411008,8.38472418670439,1.2762828854314,0.286630834512023,0.876973125884017,1.78235360678925,3.44677793493635,0.853
acerola,2.14351164333786,5.88967468175389,0.869584158415842,0.227439886845827,0.551439886845827,1.27461951909477,2.44491089108911,0.885
acerola,3.59012922999147,7.78500707213578,1.13265063649222,0.303445544554455,0.659123055162659,1.75740876944837,3.14,0.877
acerola,2.00587696293722,5.55586987270156,0.820661951909477,0.152978783592645,0.568526166902405,1.07177934936351,2.10411315417256,0.809
acerola,1.93971373503112,5.88967468175389,0.811553041018388,0.172769448373409,0.513669024045262,1.15557001414427,2.10253465346535,0.82
acerola,2.35887389806945,5.8953323903819,0.878551626591231,0.130166902404526,0.669120226308345,1.10859405940594,2.14416973125884,0.745
acerola,3.33489209769661,6.96463932107496,1.04903536067893,0.160362093352192,0.77577369165488,1.34608203677511,2.56504667609618,0.751
acerola,5.44683876267813,9.20509193776521,1.36483734087694,0.324384724186704,0.89554738330976,1.94260820367751,3.75434229137199,0.866
acerola,4.73155549938387,8.58840169731259,1.27724469589816,0.297103253182461,0.783326732673267,1.79432531824611,3.45120792079208,0.856
acerola,5.26449492874972,8.79207920792079,1.33737482319661,0.26811315417256,0.921239038189533,1.96363224893918,3.44337765205092,0.815
acerola,5.51578248917817,9.3012729844413,1.37692220650636,0.304243281471004,0.907004243281471,1.92751343705799,3.66723620933522,0.846
acerola,8.18006888053335,11.1230551626591,1.67838189533239,0.386743988684583,1.10055445544554,2.36034512022631,4.54232531824611,0.858
acerola,4.19122247148409,8.20933521923621,1.21101555869873,0.309584158415842,0.747230551626591,1.71498161244696,3.38472984441301,0.88
acerola,2.3365035230181,5.95756718528996,0.891977369165488,0.197284299858557,0.602925035360679,1.2649900990099,2.35184158415842,0.834
acerola,8.14524945495908,10.6421499292786,1.64256294200849,0.260509193776521,1.29464214992928,2.13084016973126,4.04502404526167,0.764
acerola,2.71645233656672,6.35926449787836,0.965997171145686,0.20816973125884,0.656537482319661,1.39979632248939,2.54220084865629,0.837
acerola,3.10948213213688,7.36067892503536,1.06694200848656,0.30422630834512,0.575264497878359,1.65343705799151,3.00342291371994,0.892
acerola,2.91620588328225,6.61951909476662,0.988786421499293,0.198874115983027,0.707479490806223,1.35059688826025,2.59601697312588,0.827
acerola,6.16828335808398,9.81046676096181,1.46390947666195,0.350364922206506,0.960520509193777,2.11188118811881,4.00762093352192,0.868
acerola,6.32699295396379,9.77086280056577,1.48009052333805,0.322964639321075,1.01567185289958,2.11950777934936,3.87834794908062,0.837
acerola,5.33678789219249,9.04101838755304,1.33467043847242,0.25631117397454,0.93605657708628,1.77142291371994,3.45815558698727,0.816
acerola,5.90018641979209,9.61810466760962,1.42625742574257,0.321069306930693,0.980605374823197,2.04162942008487,3.80624045261669,0.848
acerola,2.78504850074252,6.24045261669024,0.961103253182461,0.164667609618105,0.665154172560113,1.28866195190948,2.40474115983027,0.78
acerola,4.22354576763879,8.56577086280057,1.22575954738331,0.328933521923621,0.764628005657709,1.8032927864215,3.46233097595474,0.889
acerola,1.8950361780783,5.3974540311174,0.805352192362093,0.198800565770863,0.525137199434229,1.14919943422914,2.24220084865629,0.873
acerola,8.17845745521186,10.8458274398868,1.66044695898161,0.312305516265912,1.25376520509194,2.20161244695898,4.23594908062235,0.808
acerola,2.68517172738475,6.47241867043847,0.958987270155587,0.22643847241867,0.616888260254597,1.35469872701556,2.62097878359265,0.863
acerola,6.11106196088344,9.98585572842999,1.46554455445545,0.369086280056577,0.808735502121641,2.07067609618105,4.04565770862801,0.872
acerola,5.78523808019211,9.7029702970297,1.42286280056577,0.321884016973126,0.944978783592645,1.98720226308345,3.77057991513437,0.849
acerola,3.14840911245221,7.41159830268741,1.04617821782178,0.281917963224894,0.550478076379066,1.59220933521924,2.93762942008487,0.875
acerola,3.94369490347246,7.3041018387553,1.14666478076379,0.198828854314003,0.802461103253183,1.50130127298444,2.86351909476662,0.779
